project,commit_id,contains_bug,bug_probability,prediction,error_type,time_stamp,ns,nd,nf,entropy,la,ld,lt,is_fix,ndev,age,nuc,exp,rexp,sexp,htmlcss,strict,bdom,so,tc
meteor,8da7804726e72bf22481af95c26105a1d388ec83,False,0.1358406872860059,0,True Negative,1534293536,1,1,1,0.0,9,0,1160.0,0,4.0,0.03,53.0,4177,1905.85,1593.0,0.0,0.0,0.0,1.0,0.0
meteor,af40e4c2c7020a097cd6fba4e834e0f048278274,False,0.14329385109438827,0,True Negative,1534293561,2,49,48,1.0,48,48,25.27,0,51.0,1.03,32.58,4178,1906.85,1304.0,0.0,0.0,0.0,0.0,0.0
Ghost,5d42767bfd39f68143b96a193c1400f02b13546f,False,0.0013937446554067197,0,True Negative,1534293646,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,929,513.5,248.0,0.0,0.0,0.0,0.0,0.0
Ghost,db3aa7d062a3bdd1c49cf44f147f3cac9395ba35,False,0.12268544745454003,0,True Negative,1534294245,2,2,1,0.0,1,1,64.0,0,6.0,2.24,25.0,930,514.49,467.5,0.0,0.0,0.0,0.0,0.0
express,ede24da9645ed771ddeb9cf327d042d35a31d42d,False,0.2996384815203702,0,True Negative,1534297274,2,2,2,1.0,2,2,30.0,1,1.0,1374.16,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
babel,d79b5eeeffab14f89c5be92888965e57fcab6436,False,0.8513179720236889,1,False Positive,1534316692,1,12,7,0.371359,80,19,36.71,0,7.0,53.06,2.0,98,64.16,72.0,0.0,0.0,0.0,3.0,1.0
babel,3989213e37a00f846e5288ffd09c524b3745a5d2,False,0.00303156619791187,0,True Negative,1534316908,1,1,1,0.0,0,42,42.0,0,2.0,287.38,16.0,99,65.16,73.0,0.0,0.0,0.0,1.0,0.0
material-ui,57e59af4f228abedf98ee41a93c28cd7588779d9,False,0.20147631322579118,0,True Negative,1534325211,1,1,1,0.0,1,1,314.0,1,4.0,7.91,18.0,4,3.81,4.0,0.0,0.0,0.0,0.0,0.0
material-ui,50c656b27817c14f5afee8ebef5345a504c7662b,False,0.5558815179470061,1,False Positive,1534326214,2,2,5,0.758039,7,7,149.8,1,24.0,58.75,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
meteor,9872a3a71df033e4cf6290b75fea28f44427c0c2,False,0.7900763400053397,1,False Positive,1534342152,2,4,6,0.129383,257,5,227.5,0,15.0,5.36,52.5,4179,1906.27,1521.0,0.0,0.0,0.0,0.0,0.0
Ghost,f49073a8ec1d8fa8d2a3ef46fddb571f1f28cf6f,False,0.2983461348460654,0,True Negative,1534345160,1,1,1,0.0,2,1,100.0,1,2.0,48.26,9.0,931,514.97,687.0,0.0,0.0,0.0,0.0,0.0
material-ui,e9268ee9257e2657b2007bb0b593517dabd3e87d,True,0.24689733331692884,0,False Negative,1534347210,3,9,6,0.768321,6,12,55.17,0,11.0,161.23,6.17,2264,1158.01,403.667,0.0,0.0,0.0,0.0,0.0
material-ui,281868600b4c2f73df06c5eabe7a03ffdf830efa,False,0.2666452586557407,0,True Negative,1534347458,2,3,1,0.0,2,1,272.0,0,20.0,1.85,94.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
material-ui,5bc873500676bccfcc3da26215701d38f46c64ff,False,0.15121849409252955,0,True Negative,1534347818,1,1,1,0.0,2,6,170.0,0,5.0,23.99,39.0,2265,1159.0,218.0,0.0,0.0,0.0,0.0,0.0
react,b2adcfba32d133aabdbc182bba1001e729060abe,False,0.9435392771570347,1,False Positive,1534351486,2,5,8,0.27974,259,225,103.25,0,18.0,15.43,10.12,1158,551.62,224.5,0.0,3.0,1.0,10.0,6.0
yarn,f5374de63c5ce94e2e6600c8fc11dd3f487818da,False,0.008256696262991326,0,True Negative,1534351922,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,160,103.07,0.0,0.0,0.0,0.0,0.0,0.0
react,13fa96a54743780246efb9cba5a24b1d6838a2e4,False,0.6720537847686403,1,False Positive,1534354217,1,2,2,0.0645302,40,1,917.0,0,28.0,35.07,88.0,1159,552.59,201.0,0.0,0.0,0.0,0.0,2.0
three.js,80b7da24215874a9d28b1f9d7501b1ad62019530,True,0.39558587456941663,0,False Negative,1534355039,2,2,17,1.0,17,17,192.88,0,17.0,174.9,17.29,179,115.78,61.0,0.0,0.0,0.0,0.0,0.0
yarn,f46a7637acea77540982761bfdc3d357126efc66,True,0.8217245692806647,1,True Positive,1534355655,1,3,4,0.428043,31,4,392.5,0,62.0,27.2,54.75,135,96.38,74.0,0.0,0.0,0.0,0.0,0.0
react,83e446e1d846cc0fef4aae473ab8244f6e163a34,False,0.9293212550598747,1,False Positive,1534356131,2,6,10,0.331784,179,160,439.0,0,49.0,47.86,46.7,1160,553.57,226.0,0.0,0.0,32.0,22.0,18.0
yarn,8923227da8d0380b5e89730a0b554b9bbc66823a,False,0.008256696262991326,0,True Negative,1534356352,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,136,97.38,0.0,0.0,0.0,0.0,0.0,0.0
react,1bc975d073dd6f60217d645b43a84e79f96a216b,True,0.7921340266155092,1,True Positive,1534357193,1,3,5,0.215646,35,84,538.4,0,37.0,15.18,63.8,195,101.26,61.0,0.0,0.0,0.0,7.0,0.0
react,5816829170662eed09e9681ce387d5672fc3da31,False,0.37984568781507205,0,True Negative,1534357268,1,1,1,0.0,8,10,623.0,0,2.0,25.77,5.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
meteor,a966efd09f7d893b06963ba602c7d61ccbe533c5,False,0.0006663747826032877,0,True Negative,1534357904,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,4180,1906.76,868.0,0.0,0.0,0.0,0.0,0.0
meteor,b14624aba41aa5c5f19c9782d1465fa480ebf519,False,0.23071597144341702,0,True Negative,1534358392,2,49,48,1.0,48,48,25.27,0,51.0,0.75,32.6,4181,1907.74,1305.5,0.0,0.0,0.0,0.0,0.0
webpack,2dc22d0db0dd204dd4406af89ccc4747eae6cedb,False,0.2002746140366211,0,True Negative,1534359904,1,1,2,0.6973,13,0,83.5,0,3.0,0.59,87.0,4530,1990.24,1534.0,0.0,1.0,0.0,0.0,0.0
material-ui,db5531a81a2653cef492c9d0bce05085ab9f1d65,True,0.1714505899132156,0,False Negative,1534367641,1,2,1,0.0,4,4,189.0,0,1.0,3.29,2.0,2266,1159.58,901.0,0.0,0.0,0.0,0.0,0.0
Ghost,fd8502448a68ae71d8c55ed1355b74f4936558a6,False,0.24287109257351616,0,True Negative,1534368318,1,2,1,0.0,1,1,45.0,1,10.0,5.4,86.0,932,515.74,688.0,0.0,0.0,0.0,0.0,0.0
material-ui,ed750352c204e449cfcc63f603e3b6e377321e42,True,0.9016787610669766,1,True Positive,1534368563,2,2,7,0.509416,242,187,56.0,0,10.0,67.62,7.43,9,7.59,2.0,0.0,0.0,0.0,4.0,0.0
material-ui,d5342a0369b9e37ae60b38ffb17954221e992619,False,0.18988783710040846,0,True Negative,1534370598,1,1,1,0.0,1,7,154.0,0,3.0,8.43,6.0,551,232.93,42.0,0.0,0.0,0.0,0.0,0.0
parcel,ab386e7859a9092ad88c9b5116aced617aa694ff,False,0.23423387668569096,0,True Negative,1534370729,1,1,1,0.0,2,1,85.0,1,13.0,44.2,36.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parcel,1bb6394507f0271bca6e87005a8a82159fa3ee9c,False,0.16931668303397313,0,True Negative,1534370729,1,1,1,0.0,2,1,85.0,1,13.0,44.2,36.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
three.js,fc994f71a4ff9e38516643b776413e4ea3b4c32e,False,0.12147176780377211,0,True Negative,1534379111,1,1,1,0.0,1,1,285.0,1,2.0,242.27,31.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
three.js,eb5d999ba9d955cf3fc7b64466ab6c7045191f58,False,0.0009936418736791381,0,True Negative,1534390194,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,12712,3909.17,0.0,0.0,0.0,0.0,0.0,0.0
three.js,482763599dc08ad2f63390ba3d4b22508c6c9a0e,False,0.2912292099212134,0,True Negative,1534392062,1,1,1,0.0,4,11,59.0,1,1.0,35.91,1.0,0,0.0,0.0,0.0,0.0,2.0,1.0,1.0
three.js,efd712ac14f8ea469aec45ecea83c1a72e741682,False,0.0009936418736791381,0,True Negative,1534393764,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,12713,3909.98,0.0,0.0,0.0,0.0,0.0,0.0
meteor,b2919e5f4546146ea1c2fcd76f49559d0c7bd36d,False,0.26987121912544587,0,True Negative,1534398680,1,2,2,1.0,2,2,24.5,1,15.0,273.81,133.0,36,16.29,30.0,0.0,0.0,0.0,0.0,0.0
babel,5043ec78bcded1dd6f3418cd42d029023dfbe62f,False,0.6601637389658117,1,False Positive,1534398890,1,2,4,0.752283,27,3,38.0,1,5.0,54.12,2.75,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
meteor,9ba330889535c8fbef07011c7df36bdc2b1075c8,False,0.35762801624045676,0,True Negative,1534399219,1,2,2,0.57938,9,9,40.5,0,16.0,91.99,134.5,37,17.29,31.0,0.0,0.0,0.0,0.0,0.0
meteor,f2600cc5c7664a93c9e9957d18cd074166ba9399,True,0.24053199984449172,0,False Negative,1534399296,1,3,2,1.0,4,4,40.5,0,16.0,0.0,135.0,38,18.29,32.0,0.0,0.0,0.0,0.0,0.0
three.js,c3174e97b5a52ed575d16e2ac292eb05b8963f6c,False,0.42534231661427296,1,False Positive,1534401235,1,1,1,0.0,27,25,275.0,0,3.0,118.7,25.0,180,116.66,92.0,0.0,0.0,0.0,0.0,0.0
meteor,6a4ec826a38a315931843d6aadceba46df6d40d8,False,0.3150493593625389,0,True Negative,1534402246,1,2,3,0.7806390000000001,7,1,22.33,0,15.0,242.48,91.0,39,19.28,33.0,0.0,0.0,0.0,0.0,0.0
material-ui,62ef11d3485fd13ad11ac6dc2b2446aab5550d32,False,0.009677007367562362,0,True Negative,1534404887,1,2,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pdf.js,bc89edb8f04e2e7f55909777ab103cbeb23cd0f6,False,0.26665480013928966,0,True Negative,1534406877,1,1,1,0.0,8,2,656.0,1,1.0,66.59,5.0,1777,679.76,648.0,0.0,0.0,0.0,1.0,2.0
material-ui,96d2c38cfa6f5d8800b8a2632bff4cab56fd9472,False,0.17697488226176325,0,True Negative,1534408234,1,1,3,1.0,3,3,34.33,1,5.0,96.38,7.67,2267,1159.72,902.0,0.0,0.0,0.0,0.0,0.0
webpack,abbb6bb6344b44b750dc51536990d4a13456da98,False,0.0048483380266049324,0,True Negative,1534408993,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,4531,1989.48,0.0,0.0,0.0,0.0,0.0,0.0
yarn,9a62ef51b948323fdf9f1741e84da9e3d997ac3c,False,0.3050546043427284,0,True Negative,1534412146,1,1,1,0.0,2,2,66.0,1,8.0,2.9,10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ghost,cd690efad15dc51546d9099c59a59af88b641f42,True,0.8578961153482267,1,True Positive,1534412913,1,4,4,0.187674,136,3,286.0,0,1.0,29.18,2.25,933,516.28,689.0,0.0,0.0,0.0,3.0,5.0
webpack,a6e1c0693cdb712b7b3750eb2bc6ec7af1ec1a9d,False,0.20112784003188364,0,True Negative,1534417961,2,4,8,0.929897,9,9,460.62,0,5.0,10.42,59.25,4532,1990.16,770.0,0.0,0.0,0.0,0.0,0.0
webpack,3bb5263bfd603c9d9b7b582cef085f8c492325f8,True,0.8357064111580134,1,True Positive,1534420541,1,4,14,0.327243,145,130,622.93,0,12.0,2.16,51.07,4533,1991.07,1536.0,0.0,0.0,0.0,7.0,0.0
Ghost,2907e81c2fce3006b25943e9b9c9dd8d41f3d8d1,False,0.0012806464340212693,0,True Negative,1534420888,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,934,517.2,22.0,0.0,0.0,0.0,0.0,0.0
webpack,a875ddba5bc332ad6092d6465136cb9a06c8a553,False,0.40950286786094336,1,False Positive,1534421077,1,1,1,0.0,41,16,303.0,0,1.0,0.01,5.0,4534,1992.05,1537.0,0.0,0.0,0.0,3.0,0.0
webpack,0f1f69a9d61286fa96306d278242d54ac35261a7,False,0.3043365145744906,0,True Negative,1534421254,1,2,2,0.194885,13,2,185.0,0,3.0,8.33,38.5,4535,1993.04,1538.0,0.0,0.0,0.0,0.0,0.0
Ghost,3a0dde14f34b45cd17ea2a5ceab29322a6883f30,False,0.0009099601932746395,0,True Negative,1534421409,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,935,518.2,690.0,0.0,0.0,0.0,0.0,0.0
Ghost,15bd6e14ca4255d8cf193c51f9ee2ec671f54ce0,False,0.0013937446554067197,0,True Negative,1534421409,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,936,519.2,250.0,0.0,0.0,0.0,0.0,0.0
Ghost,71a986a7a0ca84f24a1630e4f881e1311d47aeea,False,0.008787040452624925,0,True Negative,1534423492,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,937,520.17,0.0,0.0,0.0,0.0,0.0,0.0
material-ui,5c1fc2dbac391a5ec18a5dac7a4fd8ae641fe5b9,False,0.0053133057219868374,0,True Negative,1534427294,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,1,0.62,0.0,0.0,0.0,0.0,0.0,0.0
react,8862172fa3d9f30ea6a7c1072bdae068e9794856,False,0.5127389631101458,1,False Positive,1534427685,2,2,2,1.0,20,10,106.0,0,7.0,75.75,8.0,0,0.0,0.0,0.0,0.0,0.0,6.0,6.0
webpack,7d56a6067b411dffba2115cf25aded814f636711,False,0.0048483380266049324,0,True Negative,1534428461,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,4536,1993.78,0.0,0.0,0.0,0.0,0.0,0.0
meteor,8eb081336b9d31d31411f66fd4057fdd9efe0f9a,False,0.45058983885551124,1,False Positive,1534428586,2,3,3,0.248782,41,6,162.33,0,4.0,140.87,70.67,4185,1909.46,1525.5,0.0,0.0,0.0,0.0,0.0
meteor,e81fa4f0af480cac6d3f3a2f238c506ae544b098,False,0.4648796243447783,1,False Positive,1534428586,2,3,3,0.248782,41,6,161.0,0,1.0,152.43,69.67,4184,1908.46,1524.5,0.0,0.0,0.0,0.0,0.0
meteor,2625a58415f0d7abe1fd32497906b2f298d2086a,False,0.3927661842183247,0,True Negative,1534428586,2,3,3,0.199972,51,11,154.67,0,1.0,245.7,54.33,4183,1907.46,1523.5,0.0,0.0,0.0,1.0,0.0
meteor,1cc5661f158b18547b8828430671234ee49e1c74,False,0.49856147158496456,1,False Positive,1534428586,2,3,2,0.57938,40,5,235.5,0,3.0,156.73,18.5,4182,1906.46,1522.5,0.0,0.0,0.0,0.0,0.0
webpack,4dfe88edb02987d2c928983cc6d7f18ca3879985,True,0.821044452734163,1,True Positive,1534428680,2,6,17,0.5482229999999999,169,61,468.76,0,11.0,1.38,43.82,4537,1994.77,1256.0,0.0,0.0,0.0,1.0,0.0
meteor,1621ee1cd4f3d4a95259e2f02d5b5fb6339c1d98,False,0.0014898785270290444,0,True Negative,1534429003,2,2,0,0.0,0,0,0.0,0,0.0,0.0,0.0,4189,1913.44,945.5,0.0,0.0,0.0,0.0,0.0
meteor,a52d6c99358eb4fb767e0a962b1f6ed38dc0dfe6,False,0.0014898785270290444,0,True Negative,1534429003,2,2,0,0.0,0,0,0.0,0,0.0,0.0,0.0,4188,1912.44,944.5,0.0,0.0,0.0,0.0,0.0
meteor,4b474d21b1e5a246b46c2534d249548d68b03a81,False,0.0014898785270290444,0,True Negative,1534429003,2,2,0,0.0,0,0,0.0,0,0.0,0.0,0.0,4187,1911.44,943.5,0.0,0.0,0.0,0.0,0.0
meteor,972409a263aac149e5551d5abd59e38cb63f2870,False,0.0014898785270290444,0,True Negative,1534429003,2,2,0,0.0,0,0,0.0,0,0.0,0.0,0.0,4186,1910.44,942.5,0.0,0.0,0.0,0.0,0.0
meteor,9991a8f017c2df5b5ae31962851d75ed11ef145f,False,0.0006663747826032877,0,True Negative,1534429039,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,4191,1915.44,874.0,0.0,0.0,0.0,0.0,0.0
meteor,1f9200ffcb2758ebed94249f2dc3c611f697fba4,False,0.0006663747826032877,0,True Negative,1534429039,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,4190,1914.44,873.0,0.0,0.0,0.0,0.0,0.0
react,9832a1b6d5df06c3d2a54febe2ab3de43ace02fc,False,0.9525464887724487,1,False Positive,1534429143,1,2,2,0.1692519999999999,148,5,1029.5,0,40.0,2.39,80.5,0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
meteor,842e2e3d8273a2944c5085575484b13987d8b6dc,False,0.0006663747826032877,0,True Negative,1534429724,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,4193,1917.42,876.0,0.0,0.0,0.0,0.0,0.0
meteor,af7759abc65dbbe696923624033cc1a8041cf68f,False,0.0006663747826032877,0,True Negative,1534429724,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,4192,1916.42,875.0,0.0,0.0,0.0,0.0,0.0
serverless,09e9b8d9c51c3604b5f027e3747f6f432a1d9d07,False,0.29273860901110244,0,True Negative,1534430439,1,2,2,0.8471280000000001,1,8,246.5,0,3.0,13.11,32.5,1202,459.99,662.0,0.0,0.0,0.0,0.0,0.0
serverless,6cac76aca883b8e994614fc212a902b63515313c,False,0.0013714472421326072,0,True Negative,1534430897,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,1203,460.99,145.0,0.0,0.0,0.0,0.0,0.0
react,cb7745c6cf13841a7cfbe4cd6868bdc7a00f2f26,False,0.0028139055381371262,0,True Negative,1534431357,1,1,1,0.0,0,8,217.0,0,11.0,1.89,39.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
serverless,bee4e25a3b21feed5c42705f083f589e6c7940d0,False,0.007533766765546514,0,True Negative,1534432483,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,1204,461.98,0.0,0.0,0.0,0.0,0.0,0.0
react,77b7a660b93913bf1fafb34ddff692b383bdc052,False,0.6686743252451836,1,False Positive,1534433890,1,2,2,0.0872788,30,1,98.0,1,11.0,36.56,14.5,7,6.28,5.0,0.0,0.0,0.0,4.0,2.0
parcel,7258da043fcbfcac36640592b2536101f2c8020c,False,0.2935094868230018,0,True Negative,1534434136,1,1,1,0.0,5,0,72.0,0,9.0,42.8,15.0,53,46.49,26.0,0.0,0.0,0.0,1.0,1.0
parcel,a0821b665b823a8a68998376abcd0839aa2cdcc2,False,0.3174460610765453,0,True Negative,1534434136,1,1,1,0.0,5,0,72.0,0,9.0,42.8,15.0,52,45.49,16.0,0.0,0.0,0.0,1.0,1.0
parcel,70ce33b53d8ec5d59ce1d6612493309feaecab6a,True,0.6314934688537555,1,True Positive,1534434732,3,4,2,0.15876,38,7,146.5,0,11.0,63.92,10.5,55,48.49,18.0,0.0,0.0,0.0,0.0,0.0
parcel,45f3d97bea1cedfe2298bd49da256d303bb77dee,True,0.6601812137144161,1,True Positive,1534434732,2,5,2,0.15876,38,7,146.5,0,11.0,63.92,10.5,54,47.49,14.5,0.0,0.0,0.0,0.0,0.0
react,5031ebf6beddf88cac15f4d2c9e91f8dbb91d59d,True,0.834230712533356,1,True Positive,1534436519,1,6,24,0.394813,882,208,624.71,0,81.0,15.82,35.04,196,102.11,62.0,0.0,0.0,0.0,93.0,37.0
react,2b30828000a58eaf6adfc3ba2cbedd4bff4d077b,False,0.27143571766500935,0,True Negative,1534436957,1,1,1,0.0,1,1,630.0,1,18.0,0.01,128.0,305,133.31,29.0,0.0,0.0,0.0,0.0,0.0
meteor,4429b86f7b165388ef826cb0d4daeac6c894ecf1,False,0.0006663747826032877,0,True Negative,1534437664,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,4194,1918.16,877.0,0.0,0.0,0.0,0.0,0.0
meteor,b74644735d2ef0e0ce6fedbcc4b893348bdca8fc,False,0.0006663747826032877,0,True Negative,1534437686,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,4195,1919.16,878.0,0.0,0.0,0.0,0.0,0.0
react,fe959eea731b4de0c970f753dfa9d0f6b010b63d,True,0.703775851304679,1,True Positive,1534437812,1,2,3,0.235425,62,0,570.0,0,18.0,11.55,22.67,197,103.11,63.0,0.0,0.0,0.0,1.0,0.0
react,4fa20b53b75f1a59706a949e50c023f08fd191a2,False,0.5011100220774889,1,False Positive,1534438452,2,3,3,0.703851,10,31,234.0,0,5.0,49.85,6.0,312,110.45,46.0,0.0,0.0,0.0,0.0,0.0
meteor,13c2f989a8200ce6ef4fc330932ac0bd081cdb20,False,0.07993473905345647,0,True Negative,1534439193,1,1,1,0.0,1,1,66.0,0,2.0,35.89,260.0,4196,1920.11,1020.0,0.0,0.0,0.0,0.0,0.0
meteor,199aefbaacb85ba5d8675c42d9de5f4a085ccc6a,False,0.08136464145429499,0,True Negative,1534439193,1,1,1,0.0,1,1,66.0,0,2.0,35.89,260.0,4197,1921.11,1021.0,0.0,0.0,0.0,0.0,0.0
meteor,b2b53c21a6e654bbcd677f96927d0470eeefa6b0,False,0.0006663747826032877,0,True Negative,1534439217,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,4198,1922.11,879.0,0.0,0.0,0.0,0.0,0.0
meteor,0e209064440b2b5474c7b94be2f4240bf71494bf,False,0.0006663747826032877,0,True Negative,1534439238,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,4199,1923.11,880.0,0.0,0.0,0.0,0.0,0.0
material-ui,661d011602a5d91fac8bb3e4359c11e7f44a3d85,True,0.5450622960551343,1,True Positive,1534439387,1,1,2,0.1587599999999999,5,4,350.0,1,7.0,31.35,8.0,5,4.79,5.0,0.0,0.0,3.0,0.0,0.0
meteor,09194e86e87d082af5972a7fc886383f59ffa30c,False,0.0048483380266049324,0,True Negative,1534440005,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,4200,1924.08,0.0,0.0,0.0,0.0,0.0,0.0
meteor,02a2f884322b4a54005aa5f1d89462204fa4dc39,False,0.03999751548802265,0,True Negative,1534440103,2,2,1,0.0,1,1,6.0,0,3.0,9.13,691.0,4201,1925.08,1311.5,0.0,0.0,0.0,0.0,0.0
react,d5edc1f51eeb7ab0d43c57e8abafdbd075d64fe0,False,0.0033379047265490475,0,True Negative,1534441693,1,1,1,0.0,0,25,105.0,0,9.0,0.98,26.0,1,0.99,0.0,0.0,0.0,0.0,0.0,2.0
meteor,f2dc0cb755719dd2af580b4919ecf8aff8d29929,False,0.1621362717142854,0,True Negative,1534441699,2,3,3,0.75,4,4,577.33,0,9.0,179.63,174.67,4202,1926.03,1237.5,0.0,0.0,0.0,0.0,0.0
meteor,d0f1f74f3c6529d4cfad8d999b3ef313cab47e69,False,0.06637975091225276,0,True Negative,1534442319,1,1,1,0.0,1,1,67.0,0,1.0,138.94,236.0,4203,1927.01,1024.0,0.0,0.0,0.0,0.0,0.0
meteor,ec5c5589021fb23e2ea1702cf4149d87494b7233,False,0.10840931332714344,0,True Negative,1534442365,1,1,1,0.0,2,2,3238.0,1,21.0,211.99,640.0,4204,1928.0,1453.0,0.0,0.0,0.0,0.0,0.0
meteor,76b685c4ac74a162e7b6a3aeb22e09ecf1b32eb1,False,0.12948749499623352,0,True Negative,1534442429,2,4,3,1.0,3,3,13.67,0,5.0,23.73,225.33,4205,1929.0,1313.5,0.0,0.0,0.0,0.0,0.0
serverless,628362743c9382cbf93e0423fc8c1e89e18c3879,False,0.0053133057219868374,0,True Negative,1534443356,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pdf.js,caf90ff6eeb902ebb93848aea8c248928157ec24,False,0.7233580192128756,1,False Positive,1534444471,1,1,1,0.0,74,86,452.0,0,1.0,-42.63,42.0,1778,680.36,649.0,0.0,0.0,0.0,8.0,2.0
pdf.js,ad3e937816144cf7cfdac6221620d8a98241db9d,False,0.29954817694891,0,True Negative,1534444477,1,2,2,0.47756,2,5,1953.5,0,8.0,4.17,448.5,1779,681.36,650.0,0.0,0.0,0.0,2.0,1.0
pdf.js,45d665197665013e6203469d574dedcb8353625d,False,0.326519282031673,0,True Negative,1534444485,1,1,1,0.0,5,5,440.0,0,2.0,0.0,44.0,1780,682.36,651.0,0.0,0.0,0.0,4.0,4.0
pdf.js,05b021bcce546bc8cad7e72000c236b14ccce5ec,True,0.6210525909603248,1,True Positive,1534444491,1,1,1,0.0,231,233,440.0,0,2.0,0.0,45.0,1781,683.36,652.0,2.0,0.0,19.0,41.0,40.0
pdf.js,435ec6a0d5b5d725eadc47191648eff3c3897c20,False,0.44773526202542424,1,False Positive,1534444496,1,1,1,0.0,13,6,438.0,0,2.0,0.0,46.0,1782,684.36,653.0,0.0,0.0,1.0,2.0,2.0
meteor,05916ee3371880dd27fc26ff603c1eafcaaf5546,False,0.07344053764220868,0,True Negative,1534445985,3,4,2,1.0,2,2,48.0,0,14.0,2.02,341.5,4206,1929.88,1170.0,0.0,0.0,0.0,0.0,0.0
meteor,c74f2f46cb894d31f848db5e6e3eea16000f2f67,False,0.000709483257918606,0,True Negative,1534446173,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,4207,1930.88,1604.0,0.0,0.0,0.0,0.0,0.0
meteor,dd254a545bfdb2ca8c60e0e27333d39d2c05df7b,False,0.0006663747826032877,0,True Negative,1534446212,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,4208,1931.88,882.0,0.0,0.0,0.0,0.0,0.0
meteor,424dd9ff82d63b1054d2cf90a3c1c94df0200e7b,False,0.3155441421168207,0,True Negative,1534448951,1,2,1,0.0,19,7,285.0,0,1.0,0.24,20.0,4209,1932.78,1454.0,0.0,0.0,0.0,0.0,0.0
meteor,5748d0d72b9e080953431bf8698d713412b980bf,False,0.0397055859143514,0,True Negative,1534449670,2,2,1,0.0,1,1,6.0,0,3.0,0.11,692.0,4210,1933.76,1316.0,0.0,0.0,0.0,0.0,0.0
vue,c94482743c41e9bfc745aa06d63f7f83bdd56991,False,0.657401203914174,1,False Positive,1534451162,3,5,4,0.280724,88,0,97.0,0,10.0,215.28,21.5,1,0.53,0.0,0.0,0.0,0.0,2.0,0.0
three.js,ed6281be2f9b6bc573299b518d0488f719334ffa,False,0.4369462209214509,1,False Positive,1534451365,1,1,1,0.0,19,13,67.0,0,3.0,6.28,6.0,1,0.98,1.0,0.0,0.0,0.0,0.0,0.0
three.js,310d68186666e3d7445e96b3a0a0ee90d1c7adf4,False,0.21130196738048615,0,True Negative,1534451652,1,1,1,0.0,4,0,73.0,0,3.0,0.0,7.0,2,1.98,2.0,0.0,0.0,0.0,0.0,0.0
react,146c9fb30763f84d85782dda82902f8513e70867,False,0.004079965993422511,0,True Negative,1534452011,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,109,48.83,40.0,0.0,0.0,0.0,0.0,0.0
three.js,bfcc9cef245988d0a497ca039516fcf16edf45da,True,0.7712637195168923,1,True Positive,1534454034,2,2,4,0.31993,107,21,911.0,1,2.0,102.94,10.75,36,18.68,22.5,0.0,0.0,0.0,0.0,0.0
pdf.js,160ca551633cd7901ee68ae6ef748ec7d6ec0aed,False,0.007533766765546514,0,True Negative,1534454731,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,1263,486.74,0.0,0.0,0.0,0.0,0.0,0.0
